probe,closestTSSstrand,distTSS,closestTSSgene,closestTSSpos
cg08647699,-,-21,CDKN2AIPNL,133747572
cg24085468,+,-17366,ZP3,76026838
cg22859847,+,-190,USP16,30396988
cg19217872,+,-77,ZSCAN26,28234920
cg08678256,+,1101,CORO1A,30194922
cg26738606,+,397,IVD,40697995
cg05915481,+,41,TARS1,33440801
cg10998611,+,-54,FUT8,65879447
cg02599293,-,29,HNRNPA0,137090052
cg14528441,-,-34,ZNF658,40792116
cg22485171,+,-176,SPDL1,169010776
cg13959088,-,-6750,IQSEC1,13028601
cg04890495,-,819,MCAM,119187840
cg06016466,-,174,TMED7-TICAM2,114961733
cg00576301,-,-84,SPART,36920881
cg03215005,+,-180,MX1,42792484
cg10728756,+,54,CXCL6,74702394
cg27526149,-,-52,RNF19B,33430410
cg09498106,+,-302,UPF1,18942767
cg11118396,+,-3557,PTP4A3,142431487
cg00645339,-,-133,GATM,45670742
cg21572210,-,3160,VSIG10L,51845393
cg07007674,+,-21,IQGAP1,90931473
cg26097011,+,16,FGF14-AS2,103046927
cg24123563,+,82,AHSA1,77924435
cg19956940,+,-171,CREB1,208394685
cg00615811,+,-32,KCTD5,2732523
cg24717401,+,-134,CCM2,45039799
cg16442226,+,-158,GAS2L1,29703012
cg25131503,-,-16,MDN1,90529513
cg06494167,+,-598,RMND5A,86947413
cg04378107,+,-450,LOC107985532,22006469
cg00235645,+,-38,KNL1,40886446
cg16658848,+,-122,RPS7,3622849
cg07270078,-,454,ISL1-DT,50679166
cg05562080,-,66,KLF3-AS1,38666514
cg08566247,+,265,ARL4A,12726527
cg00598143,-,-75,ARRDC3,90679134
cg27211781,-,-152,ZDHHC7,85045141
cg12876333,+,-462,NEDD4L,55711457
cg23811476,-,-87,INO80C,33077924
cg05794480,-,342763,LINC01029,75705683
cg16285380,-,-13,TXNRD3,126373967
cg24337786,-,-79,MAP4K1,39108593
cg03113700,+,-16212,UPK3A,45680829
cg09975316,+,15,AKAP13,85923833
cg01958221,-,200,ETV1,14030327
cg09907840,+,-39,PCF11,82868172
cg02899939,+,-166,AKR1A1,46016497
cg03074317,-,-21,IQCH-AS1,67813311
cg01357605,-,-129,DYNC1LI1,32612350
cg11539275,+,-127,NT5DC1,116422015
cg23084922,+,278,TMEM248,66386211
cg18077391,+,-12795,PSMD8,38865210
cg03775871,+,493,VEGFA,43737947
cg09058381,-,206,METTL6,15469051
cg02865447,-,-28,UBE2J1,90062441
cg10204053,+,-79,CAPNS1,36630967
cg14014604,-,286,GPR155,175351757
cg26094646,-,-6,COL6A4P1,15247466
cg14405996,+,-210,PFKFB3,6244894
cg18388802,-,-36,ARVCF,20004346
cg05950123,-,-135,STX2,131323795
cg06203471,+,80,DUSP23,159750751
cg05749577,+,23,KIF23,69706687
cg14503180,+,155,DGKZ,46354475
cg15229323,+,344,ZNF554,2819865
cg15716129,-,80,CMTM6,32544344
cg17102069,+,1615,PIM1,37137927
cg23268892,-,-50,HSP90AA1,102553381
cg18927317,-,698,YWHAG,75988308
cg26580856,-,-22,KANK2,11308221
cg25567337,+,519,MIR1-1HG,61147659
cg17249257,+,144,PPIL2,22020300
cg09473867,-,114327,RERE,8877699
cg03637975,+,175,RPS6KB1,57970481
cg13423151,+,78,NIPSNAP3B,107526409
cg25204440,-,-111,IRF6,209979487
cg23662927,+,-150,TNFAIP8L1,4639527
cg08290421,+,-240,MYBL2,42295753
cg16819604,+,86,DDX27,47835952
cg19527084,+,-43,TET3,74229818
cg26554505,-,-1285,WNT5A,55515426
cg09663204,+,443,ARRDC3-AS1,90676163
cg18259290,-,-549,BLCAP,36156278
cg07678904,+,-17,FSD1,4304594
cg07116393,-,-199,MUL1,20834644
cg14897791,-,328,ZNF236-DT,74534251
cg13812377,-,-90,EHD4,42264755
cg10259562,-,-177,HSPA13,15755467
cg03292754,-,332,IHH,219925643
cg25844639,+,-170,CDC20,43824651
cg11700429,-,-122,ANAPC1,112641770
cg11882307,+,-51,COPG1,128968448
cg05616278,+,10,FAM114A1,38869426
cg03913792,-,-191,CDK6,92465887
cg11845159,+,-91,ABHD1,27346682
cg25359978,-,-109,LMBR1,156685877
cg07011357,-,-442,GFI1,92949371
cg05972047,+,66,CEP126,101785740
cg12089246,-,-31,EIF4ENIF1,31885542
cg04501438,+,-1031,SP4,21467700
cg03239514,-,-11,TRMT6,5931179
cg23963136,-,269,CD320,8373242
cg16272484,-,337,RCC2,17765032
cg22837512,-,-21,NPAT,108093365
cg17783671,+,-116,MZF1-AS1,59070552
cg24205633,+,-81,SDHAF3,96747009
cg10282371,+,-115,ADAM9,38854491
cg23481438,-,-225,ANXA6,150537340
cg16715692,+,215,GPX4,1104648
cg05540394,-,100,CCDC69,150603653
cg06458795,+,30,CYLD,50775996
cg01195281,-,-176,PCNA,5100604
cg06479426,+,432,SLCO4A1,61273854
cg11797883,+,7236,ARPC5L,127624408
cg18729896,+,-20,TCF19,31126365
cg06523306,+,346,UHRF2,6413198
cg10659922,+,-212,COX6A1,120875915
cg12134716,-,-90,RHOC,113250030
cg23479905,+,-66,NDUFAF3,49059553
cg26579311,-,-38,EXT1,119124065
cg10711209,-,-72,NPHS2,179545083
cg08632659,+,36852,SYCE1L,77233304
cg11510557,+,-80,MMP17,132312937
cg02473600,+,-2252,PROC,128176002
cg08663159,-,-247,DDIT4L,101111625
cg11794881,+,-219,INKA2-AS1,112282462
cg12116020,-,-48,PRKACA,14228574
cg19933908,+,-186,REXO2,114310188
cg15894431,+,-47,YAP1,101981177
cg02557755,-,-176,BRAT1,2595158
cg09538002,+,6,DSE,116575333
cg05964687,+,75,STK35,2082472
cg02439053,-,1441,JUND,18392432
cg01728704,+,167,REXO5,20817848
cg11845142,-,157,AXIN2,63557766
cg17740327,+,-1326,BCL3,45251964
cg14455487,-,46,FOXJ3,42800906
cg22807378,-,67,DYNLT2,170151668
cg01036806,+,161,NCLN,3185927
cg07070019,-,474,DYNC1LI1,32612350
cg08327690,-,-13776,DEAF1,707083
cg08956510,+,310,NME1-NME2,49230919
cg02797548,-,548,EOMES,27763814
cg11455690,+,306,GRK2,67033943
cg07988120,-,-91,DOK4,57520405
cg12927498,-,-137,FCHSD1,141030985
cg02659794,-,26,LDHB,21810776
cg13664345,+,235,RCL1,4792943
cg12787512,-,-50,ZBTB14,5295725
cg06251489,-,-117,STIM2-AS1,26861866
cg22896904,-,82,ANKRD54,38240341
cg13909534,-,90,ADAMTS2,178772462
cg05065989,-,-44,HOXA9,27205156
cg26063563,+,-436,KCNN2,113697766
cg15996043,+,89,SMOC1,70346132
cg20441502,+,-364,FXYD7,35634158
cg25257870,-,-6,PHOSPHO1,47308149
cg01986605,+,128,PODXL2,127348027
cg12082325,+,-84,PIN1,9945993
cg14615868,+,-16,EDARADD,236558712
cg01088070,-,1368,B3GAT2,71666763
cg19306063,-,20,FUOM,135171523
cg08618068,+,-131,ACADS,121163628
cg24581262,-,58,LRRC75A,16395507
cg11814667,-,-38,ATP5MK,105156232
cg13010535,+,-19,WDR19,39184148
cg02244269,+,37,ATP6V0C,2563952
cg22760295,-,3,SLC25A39,42402191
cg16313278,-,-27,DUSP15,30458034
cg23407068,+,-40,MAIP1,200820039
cg02552311,-,566,RNF39,30043546
cg23177889,+,139,CAPZA2,116502640
cg03189282,+,-513,ASH2L,37963010
cg08022315,-,-38,TBC1D8,101767844
cg15705054,-,866,PBXIP1,154928575
cg10333268,-,-59,C1orf198,231004267
cg12031291,-,-816,RGL2,33266719
cg23538618,+,-112,NIT2,100053600
cg27452341,-,16538,FAM131B,143059173
cg01733271,+,-12206,NDRG4,58534046
cg00103132,-,-97,TESK2,45956835
cg26464889,+,-51,LINC00620,13692220
cg14547067,+,17942,CREB3L1,46299212
cg19596493,-,-117,PTP4A2,32403969
cg04407520,+,-80,FZR1,3506308
cg05414338,-,516,H3C7,26250863
cg23728636,-,-93,ZNF652,47439835
cg11635074,+,-24,VPS25,40925466
cg20521125,+,6,NOLC1,103912145
cg23845507,+,63,CDC7,91966668
cg02923571,+,-72,PWP1,108079575
cg12064069,+,681,NSG1,4388828
cg09700210,+,-445,MYOCD,12569206
cg09012708,+,-36517,LINC01913,42104694
cg02718654,-,-150,BLVRB,40971652
cg21722680,+,311,TBK1,64845899
cg27268107,+,-113,TAF3,7860467
cg15012572,+,75,SLC48A1,48167020
cg15338603,+,197,LACTB,63414059
cg03033080,+,54,RFC5,118454507
cg05597766,-,18,NAP1L4,3013559
cg23811464,-,-779,SOX5,24715425
cg22967233,-,-221,ITPK1,93582270
cg13568334,+,270,ADAL,43622869
cg25449542,+,-791,HIC1,1958396
cg06244512,-,47,DPY19L1,35077653
cg14056620,+,-135,PPIA,44836279
cg23311628,+,64,RAB8B,63481804
cg04044561,+,96,POP7,100303743
cg17579075,+,33,TMEM86A,18720325
cg25716740,-,-242,MBTD1,49337410
cg23255912,-,-661,ANAPC1P2,87303536
cg22243662,+,550,ATP6V1C2,10861755
cg25390476,-,-43,ZNF341-AS1,32398905
cg20642906,+,857,PPARA,46546690
cg13117031,-,-160,PTPRB,71003804
cg23792258,-,-538,KIF13A,17987866
cg19717235,+,-8120,TRIM2,154178530
cg14868530,+,-44,CD276,73976723
cg19839347,-,356,DPF3,73359357
cg16277835,-,26,RFT1,53164451
cg02085815,+,-37,PLK4,128802047
cg22147449,-,-132,DDX17,38902316
cg12047218,-,597,MTSS1,125740714
cg05451573,-,179,RIOX2,97691275
cg04616447,+,388,GOLGA7,41348100
cg13928257,-,59,XPO4,21476885
cg25548615,-,-678,NELFA,2010701
cg00097228,-,-239,LINC00466,63782928
cg21928142,+,-304,PHKG2,30759745
cg14826401,-,-75,VAMP4,171711205
cg14462626,-,104,MYL12-AS1,3261816
cg06755661,+,-55,HYI-AS1,43919597
cg25287375,+,190,OSTF1,77703429
cg24321432,+,-25,VMAC,5904882
cg19199531,-,85,TRMT2A,20104749
cg02676434,-,-774,PLCD1,38066011
cg25568500,+,-18,SBDSP1,72299951
cg25868998,+,42878,LINC00557,95612294
cg25692290,+,-312,DHX30,47844627
cg09639837,+,-447,MAP3K8,30722949
cg19865616,-,-29,TMEM185B,120980976
cg25914931,+,-126,KIF11,94352886
cg07248043,-,4,OSBPL11,125314341
cg26147372,-,139,QRICH1,49131043
cg11740166,+,414,EXOC1,56719813
cg25894985,-,1043,HNRNPD,83295144
cg10456203,+,-212,ARHGEF28,72922020
cg01290613,-,-54,POU2F2,42681458
cg13443842,+,-22,CACNA1C,2162152
cg12379940,+,-36,SERP2,44947959
cg14566974,+,86,RNF14,141348669
cg26352374,-,203,CCDC102A,57570483
cg13535441,-,29,C2CD3,73882047
cg12424509,+,-65,CDK12,37617738
cg12762547,+,-133,SMARCAL1,217277487
cg13944275,+,-9493,GRIN1,140033605
cg16639922,+,-461,CRELD1,9975517
cg10488141,+,286,SUFU,104263728
cg18468394,+,-230,TLX3,170736251
cg09323467,-,-87,FAM161A,62081195
cg00316828,+,-13,BANP,87985039
cg13877465,+,-76,IGF2BP1,47074746
cg26914390,-,-180,DBP,49140636
cg03070196,-,-11,ARHGAP39,145911231
cg23346462,-,192,PEX5L,179754725
cg21537245,+,263,MIR6084,20960171
cg24272216,-,-58,NOP14,2965133
cg02411961,-,-242,ENHO,34522988
cg09827701,-,-132,USP19,49158256
cg25021622,+,220,ANKRD13B,27920149
cg16584595,-,-3887,WNT11,75917546
cg15060929,-,-201,SS18,23670577
cg05127367,-,-62,SPICE1,113234003
cg03577502,-,-152,PRMT9,148605314
cg14671666,+,11,RIMOC1,41904445
cg23255486,+,102,ANO6,45609877
cg11341775,+,-13869,RGS9,63133487
cg02331583,-,-35,KLHL11,40021676
cg21273098,-,-44,PPIL6,109762374
cg16174680,-,800,NKX6-3,41504878
cg07880045,+,-13038,JAKMIP3,133849867
cg12253318,-,100,AKAP8L,15529799
cg04881271,-,-52,EARS2,23568696
cg08726005,+,269,ACSL3,223725753
cg06074143,+,-8962,PPP1R1B,37783204
cg22846109,-,-25,DHRS13,27230097
cg19651132,+,-265,KCNA1,5019070
cg00866373,+,5,ZCCHC4,25314395
cg23138678,+,-143,JDP2,75894426
cg11955373,+,306,TTC31,74710207
cg16016616,+,230,DTL,212209089
cg18663874,-,497,RAD1,34915609
cg21185289,+,1861,TLX2,74741576
cg11705439,+,8,PRKCSH,11546465
cg13678615,+,14,MRPL34,17416461
cg06631868,+,-80,TM9SF4,30697516
cg27518145,+,-15696,MIR193BHG,14395237
cg02463494,-,141,BAZ2B,160568953
cg25208969,+,136,ARHGAP23,36584707
cg09700407,+,-225,PARD6B,49348116
cg21656824,+,-249,TSKU,76495191
cg08373003,+,-1864,PITX1-AS1,134368963
cg11412935,-,-715,GFI1,92949371
cg00975854,-,-372,RSRP1,25573945
cg03541381,-,402,CIAO3,790997
cg23204345,+,65,FOXO3,108882119
cg12729397,-,-91,EFCAB6,44208185
cg20772347,+,95,TKFC,61100699
cg10557147,-,93,SESN3,94964366
cg19213955,+,-1118,GPRC5C,72428226
cg23000765,+,-62,GALK2,49462443
cg02457680,-,-251,SHE,154474888
cg14126210,-,78,MCFD2,47142945
cg07215504,+,-22680,ZFPM1,88519687
cg24973791,-,-156,STAG1,136471220
cg03065975,+,403,RNF144A,7057542
cg09974136,+,-82,RAB39A,107799173
cg13592399,-,19,NID2,52535777
cg14946192,+,-40,SART1,65729204
cg06245158,+,-16119,EEF2K,22217598
cg15362194,+,22,COX5B,98262524
cg25556101,-,-12,RPS19BP1,39928753
cg21497043,+,103,GLS,191745546
cg09484638,-,-163,DNASE2,12992263
cg00470934,+,216,MRPL48,73498918
cg07806866,-,43,CCNA2,122745038
cg19998368,-,286,C12orf56,64784538
cg10699264,-,-149,ZNF878,12163776
cg16646892,-,-120,SF3B5,144416710
cg17731079,-,-238,CDC42EP3,37898785
cg00055848,+,-265,B3GNT2,62423249
cg25719236,-,84,LYRM2,90348466
cg12520111,+,-552,PPIA,44836279
cg20596273,+,514,PRKCH,61788296
cg09068665,+,186,CACNA1C,2162152
cg10884052,-,599,TMEM163,135476570
cg10140153,+,171,IQCH,67547123
cg23729963,-,-12,RBM12B,94753237
cg06926349,-,281,TFPT,54619037
cg10107779,-,131,ARID4B,235491494
cg24985756,-,-51275,ULK4,42003595
cg04611865,-,32,SEPSECS,25162071
cg14028652,-,-79,IMPDH1,128050036
cg05955802,-,9,CEP85L,118972754
cg15503553,-,-54,TMEM41A,185216823
cg14849526,-,74,WARS1,100842664
cg01818648,-,-229,GTF2E2,30515135
cg07981910,+,-43651,DAB2IP,124505063
cg09210286,-,-298,KCNJ8,21927640
cg16717690,-,525,UBE2J2,1209234
cg02128139,+,124,ZBTB9,33422352
cg00971834,+,-87,COL13A1,71561661
cg06800565,+,389,UFC1,161123767
cg11735605,-,106,IKZF2,214016336
cg08278748,+,661,R3HDM1,136289053
cg01101510,+,-189,RAMP2,40913244
cg11566061,+,58,SYNPO2,119810008
cg01300410,+,-81,SLC35G1,95653734
cg03331258,+,10,KIF2C,45205508
cg11739225,-,-19,PPP2R3C,35591504
cg22273015,-,-132,BET1L,207399
cg05717204,+,1030,PTH1R,46923738
cg16674323,-,-126,HIGD1A,42845982
cg04527876,+,-187,DVL3,183873164
cg19573456,-,-109,CALR3,16606978
cg18825258,+,-106,DPYSL2,26435460
cg25234159,-,-45,C3orf70,184870848
cg06222048,-,256,ZRANB3,136288155
cg13250388,-,-91,PDGFB,39640987
cg18295930,+,-6,NCOA3,46130630
cg02838143,+,-24584,ZRANB1,126630691
cg06341839,-,-132,CYB5R3,43045398
cg21924273,-,-553,ABLIM2,8160540
cg06632829,+,-34,TOMM40,45394510
cg13180678,-,-207,CENPV,16256783
cg27037103,-,-687,MDGA1,37665659
cg23818228,-,931,ATXN2,112037119
cg17615744,+,316,AASDHPPT,105948388
cg00339300,+,-33974,NFIA,61542898
cg17853707,-,13,ZNF91,23578273
cg25987077,-,-64,PLAGL2,30795546
cg03289576,-,279,ZNF692,249153284
cg16246410,-,-83,NR4A2,157189233
cg27116713,+,160,GRK6,176853676
cg11694418,-,8,DHRS3,12678216
cg04140803,+,87,ZNF174,3451214
cg00819114,-,-34,SRSF2,74733413
cg09389348,-,266,XRRA1,74660136
cg13293756,+,-9,HAT1,172778970
cg07236904,-,-153,CLOCK,56413076
cg06156849,-,181,RUSF1,31519712
cg11341657,+,247,SOBP,107811320
cg26801242,+,962,CRYM-AS1,21312169
cg15775138,+,22477,MIR593,127721912
cg14190943,+,-80,TEDC1,105957582
cg06824980,-,-251,BCL6,187463256
cg07588109,+,-93,LAMTOR2,156024572
cg25098707,-,-54,CNPPD1,220042878
cg21763598,-,-11,FAM133B,92219704
cg22016818,+,70,TULP3,3000056
cg03147210,-,-297,THEM4,151881987
cg05619888,-,219,TRPC3,122873215
cg06750635,-,-54,NPAT,108093365
cg16398128,-,21,ZNF622,16465909
cg24534381,-,-85,CLNS1A,77348839
cg13271632,-,211,RNF6,26795979
cg05263790,+,-132,DYRK1A,38739858
cg00056719,+,-18,PCBP2,53845885
cg05013678,-,-177,KANK3,8408146
cg00466108,+,1258,DNAJC6,65730431
cg24657520,+,-92,ZNF684,40997308
cg11755053,-,-61,PPIC,122372420
cg17229496,+,380,TMEM109,60681629
cg25496071,-,-756,IRF2BP1,46389399
cg16585651,-,72994,EN1,119605224
cg02479904,+,-196,SLC39A13,47430140
cg09624752,+,58,TMEM80,695815
cg12435494,-,-148,TCFL5,61493174
cg26484333,+,94,TMEM184C,148538547
cg15454895,+,-32,MIAT,27053445
cg02972257,+,-18404,ZFP90,68573193
cg07891271,-,9216,CHSY1,101792253
cg13509954,-,-68,MTPAP,30638207
cg08366196,-,-41,MCEE,71357359
cg16389285,-,75,ATP10A,26108474
cg22404450,-,-447,LY6G5C,31648844
cg07615067,+,1010,FAM20C,192570
cg02701084,-,21,ACOX1,73975247
cg04400110,-,95925,INSR,7294425
cg25585985,-,-78,RBM22,150080624
cg09169269,-,59,H2AC21,149859515
cg05414835,-,-20,SLTM,59225878
cg09730017,+,118,HMBS,118955590
cg02759151,+,816,CDK14,90225634
cg21176130,+,873,HLA-E,30457285
cg17759322,-,155,TMEM72-AS1,45455137
cg15256874,+,127,PIAS4,4007733
cg25598759,+,-27,TRIM39,30295007
cg26943378,-,-110,HDAC10,50689694
cg10830822,+,-156,LINC02569,30484042
cg22519151,+,-161,H3-3A,226249970
cg14439950,-,111,SYVN1,64901990
cg08441931,+,-913,FOXP2,113726381
cg23751407,+,128254,WDR11,122610873
cg10771695,+,-97,EIF5,103800573
cg11445760,-,-337,SF1,64546014
cg16303686,+,-243,DNAJC13,132136345
cg19121857,+,34,MSH5,31707781
cg06583105,+,-73,PPRC1,103892796
cg24977321,+,-79,MFN1,179065496
cg26105156,+,92,BMP3,81951861
cg03969906,+,-108,H4C1,26021876
cg00528640,-,-470,SEMA4C,97535817
cg25581784,-,275,TOP2A,38574148
cg08867893,+,33,ZNF365,64134127
cg26721264,+,-76,GALR1,74961803
cg09172766,+,372,ZNF276,89787944
cg06370133,+,-16703,PSD4,113931547
cg12153785,+,-120,ABHD4,23067208
cg17414580,-,-17,KPNA4,160283359
cg10779375,+,-153,RPL21,27825694
cg24458400,+,-159,THRAP3,36690043
cg23598562,+,-147,SP1,53773959
cg24123479,+,-346,RAD17,68665119
cg03017418,+,49,SLC4A2,150755286
cg02458945,+,26,MMP2,55514444
cg00002406,-,-180,CD2BP2,30366255
cg11178443,+,37,RANGRF,8191987
cg06798479,-,174,HSP90AA1,102553381
cg04018299,-,-9,DCST1-AS1,155023641
cg00626843,-,6,RFX7,56536077
cg08865097,-,162,MCM9,119256324
cg06793267,+,-302,FLNB,57994148
cg19764599,+,1204,LHX8,75600072
cg20651916,-,329,ZBTB12,31869863
cg09296001,-,-1074,LRRC4,127671490
cg25479468,+,-94,MRPL34,17416461
cg05378295,-,-252,ABHD3,19284735
cg05212282,-,-78,NUFIP2,27621166
cg11154838,-,-132,RPS13,17099214
cg00575088,+,327,RPL18A,17970718
cg04027446,-,-163,EEF1A1,74230755
cg03948194,-,-133,RPAP1,41836455
cg01724041,+,-719,CREB1,208394685
cg16555142,+,326,LOC100134368,432240
cg19605749,-,-142,ITPK1,93582270
cg15730213,-,-176,NORAD,34638882
cg02221143,-,-253,ERO1A,53162276
cg07805724,-,61,EOGT,69062835
cg13285088,-,608,ALG5,37573477
cg03383411,-,-1270,HSPA8,122932844
cg17901955,+,-316,DHX30,47844627
cg10835230,-,-188,LMNB2,2456957
cg13818726,+,-13,TLNRD1,81293263
cg18075040,+,-8,AMDHD1,96337108
cg11646704,-,-270,IPO4,24658022
cg02539714,-,-272,RHOF,122231594
cg15002372,+,-82,CCDC9,47759781
cg18579862,+,83,ZIK1,58095512
cg05780074,-,43,SEC31A,83812408
cg08416569,-,226,CCDC115,131100254
cg18553354,+,-29,ELK3,96588152
cg21690627,-,574,BORCS6,8093498
cg18169187,+,-61,SLC20A1,113403515
cg01791890,-,39,STIM2-AS1,26862221
cg19658926,-,-77,HNRNPA2B1,26240366
cg07267515,-,71,N4BP1,48644091
cg13303461,-,-322,UBE2L6,57335408
cg19617599,+,-125,MIR632,30677127
cg20000099,+,-45,CEBPG,33865018
cg12813323,-,66,FAM210A,13726557
cg23350065,+,88,UHRF1,4909512
cg02295205,-,62,TSGA10,99758166
cg04803572,-,-55,CTDNEP1,7155297
cg04896381,+,-162,TBKBP1,45772629
cg05217962,-,-30,GPR135,59932098
cg09688494,-,-127,DCLRE1C,14996095
cg16562445,+,260,PHF1,33378790
cg17279557,+,-767,AFF1,87928422
cg08470185,-,-83,CCNL2,1334715
cg00379107,+,-201,BANP,87985039
cg11356705,-,-18,NUP54,77069550
cg04391736,+,0,NIP7,69373674
cg21136136,-,-78,MTIF3,28024701
cg14304761,+,49,SYK,93564100
cg15936999,-,-368,UNC13D,73840485
cg17352386,-,-551,LDB1,103880125
cg18009376,-,-788,FASN,80056112
cg13965724,+,155,P4HTM,49027673
cg21132104,-,71,GATM,45694425
cg21822573,+,200,ETFBKMT,31812136
cg18354686,-,-89,GLYR1,4897289
cg12104945,+,238,ARHGEF17,73019320
cg18191664,+,22,ERLIN2,37594151
cg23754431,+,17942,LINC02953,69240422
cg13517974,-,5,EFCAB11,90420880
cg21424717,+,653,PNRC1,89790469
cg14453612,-,-106,FBXL13,102715015
cg23130076,+,-149,KCNMB4,70760069
cg21980685,-,-87,LYRM2,90348466
cg16021182,-,-155,DONSON,34960990
cg19930721,-,416,ELP6,47554835
cg21483475,-,251,DHX36,154042276
cg18129005,+,50840,SASH1,148830286
cg14284289,+,73,SYT11,155829357
cg02154874,-,124,FGD6,95611243
cg26211455,-,-22,EPC1,32667697
cg16918585,+,549,NDUFS5,39492021
cg21029030,+,169,MIF4GD-DT,73267379
cg12443444,-,-32,POFUT2,46707810
cg09739890,+,-88,NFKBIL1,31515384
cg01755539,+,-49,KDM8,27215295
cg17519750,+,-170,MYCN,16080671
cg05106897,+,-77,PACSIN1,34433852
cg19119119,+,-848,SPATS2,49761244
cg00735591,+,-89,DNM2,10828754
cg04661888,+,-2089,FOXC1,1610149
cg11869721,+,225,METTL9,21610897
cg09396196,+,-139,KCNK4-TEX40,64059193
cg02790967,+,508,MIOS,7606514
cg19940389,+,-108,SAMM50,44351321
cg24302095,-,101,GRB10,50861150
cg10535786,+,-66,PKP4,159313463
cg16264813,-,41,DVL2,7137836
cg05563613,+,-102,ZNF789,99070512
cg10255879,+,-54669,GSE1,85645014
cg01843524,-,-182,ST20,80216094
cg12072333,-,-69,WDR91,134896278
cg19724555,+,4,LOC101928416,132906435
cg21857363,+,-4,SNAP25,10199477
cg03265892,+,-37,VTA1,142468399
cg01544807,+,-472,POLB,42196011
cg14053257,+,-57,NOL11,65714051
cg15466569,+,-111,XPO7,21777172
cg21085351,+,32,SNORD104,62223437
cg23433889,+,-1,MIR155HG,26934456
cg11008156,+,-16,TIMM10B,6502730
cg26125443,+,162,POLR2G,62529051
cg00917899,+,-122,SLC25A33,9599523
cg11388325,+,-255,KCNA1,5019070
cg07688277,-,535,CLPX,65477680
cg01965872,+,-253,TP53INP2,33292147
cg18124616,+,-32,USP1,62902719
cg09797645,+,-167,CREM,35415773
cg03109505,+,-585,BCAS3,58755211
cg04387418,-,-132,GMFB,54955698
cg08066844,+,64,ZNF567,37157835
cg09828625,+,-168,NXT1,23331427
cg00636639,+,89,MRRF,125027160
cg17342302,-,-61,COL2A1,48398259
cg14598198,-,-3,CDKN1C,2907005
cg16508199,+,64,ESAM-AS1,124632326
cg08808128,+,152,CLIP4,29338280
cg18278265,-,-387,GATA5,61051051
cg05752685,+,969,TPBGL,74951818
cg19927691,-,409,CZIB,53686306
cg19509894,-,-398,ELAVL1,8070525
cg19158176,-,-121,SSU72,1510243
cg00187606,+,7,ACAD9,128598462
cg02957057,-,-208,NID1,236228390
cg07212963,-,42,HMGCL,24151919
cg17547346,+,128,IGHMBP2,68671358
cg02235741,+,25,UBAC2,99853107
cg05282044,+,-366,QSER1,32914356
cg25931580,+,27,PDHX,34937984
cg05300946,-,6563,ERG28,76127219
cg16860439,+,-108,SAMD8,76871413
cg23934081,+,-77,ITCH,32951078
cg02308366,+,28,TRIM24,138145003
cg04050578,-,-109,KCTD21,77899672
cg14819132,-,-10,PEMT,17495022
cg05816239,-,-46079,ZNF184,27440884
cg02123936,+,-83,WAC,28822046
cg14122358,-,-253,ARHGDIA,79829213
cg06868562,-,232,MAD2L2,11751616
cg03094935,-,-108,DEDD2,42721829
cg03522032,+,26,ITCH,32951078
cg16863872,+,-307,PWP2,45527279
cg08161617,-,309,HSPA2-AS1,65007086
cg11911250,+,-62,HCN3,155247253
cg13725272,-,101,MAGI1,66024593
cg13791658,+,-603,U2AF2,56166400
cg01504555,+,13664,SYCE1L,77233304
cg13559478,+,12,ZNF783,148959286
cg13504000,+,30,CYP46A1,100150634
cg20278498,+,-28,FAM118B,126081676
cg25798122,+,23093,LINC00347,75126979
cg22888269,+,-84,SUPV3L1,70939989
cg07474108,+,-174,BMP2K,79697503
cg19252739,-,-77,ACAP2,195163749
cg07068950,-,-136,DUSP11,74007230
cg26807643,-,-478,MAD2L2,11741205
cg03403265,-,173,MIR3178,2582006
cg18383391,+,-888,MON1B,77225086
cg02990567,-,-242,RGL2,33266719
cg00750166,+,61,C17orf80,71228571
cg21915765,+,-53,UBA52,18682533
cg07561400,-,33,ZC3HAV1,138794466
cg23228540,+,2683,TCF21,134210250
cg04854972,+,-475,DCAF7,61627837
cg04783896,-,-63,ETV5,185826878
cg11361260,-,-14,SLC37A4,118901587
cg02318347,-,931,HSPH1,31736041
cg19913430,+,-13372,TRIM55,67039363
cg02619173,+,-57,C5orf24,134181657
cg24348442,+,-185,SNHG8,119199916
